"Division","Subject","Section","Type","Instructor","Capacity","Actual Registered","Registered","Seat Available","Room/Time","Final"
"HLD","ICML133 Elementary Chinese III 4(4-0-8)","01","master","Zhang BO","14","10","12","2","5209 (Tue 12:00 - 13:50)                 5209 (Thu 12:00 - 13:50)","Tue 04-04-2017 12:00 - 13:50 [1405 - Lecture Room]"
"SS","ICSS212 History of Southeast Asia in the Modern Period 4(4-0-8)","01","joint","James Alastair WARREN","10","4","4","6","1305 (Tue 14:00 - 15:50)                 1305 (Thu 14:00 - 15:50)","Tue 04-04-2017 14:00 - 15:50 [3421 - Lecture Room]"
"SCI","ICEN491 Seminar in Environmental Science 2(2-0-4)","01","master","Sittipong DILOKWANICH","20","8","8","12","2303 (Wed 10:00 - 11:50)","[Room-TBA]"
"SCI","ICCS207 Introduction to File Processing 4(4-0-8)","01","master","Sunsern Cheamanunkul","20","16","16","4","3410 (Tue 14:00 - 15:50)                 3410 (Thu 14:00 - 15:50)","Fri 07-04-2017 14:00 - 15:50 [Room-TBA]"
"SCI","ICFS332 Food Law and Standard of Commercial Food Products 4(4-0-8)","01","master","Yuthana Norapoompipat","25","10","10","15","3421 (Sat 08:00 - 11:50)","Fri 07-04-2017 08:00 - 10:50 [3302 - Lecture Room]"
"HLD","ICML122 Elementary  French  II 4(4-0-8)","01","master","Bruno MAHON","20","12","15","5","5211 (Mon 08:00 - 09:50)                 5211 (Wed 08:00 - 09:50)","Tue 04-04-2017 10:00 - 11:50 [1407 - Lecture Room]"
"HLD","ICHM140 Elementary Art Theory 4(4-0-8)","01","master","Paisid ARAMPHONGPHAN","30","30","30","0","3305 (Mon 12:00 - 13:50)                 3305 (Wed 12:00 - 13:50)","Wed 05-04-2017 14:00 - 15:50 [1315 - Lecture Room]"
"SCI","ICBI308 Molecular Biology 4(4-0-8)","01","master","Patsarin RODPOTHONG","40","18","18","22","3317 (Mon 14:00 - 15:50)                 3317 (Tue 14:00 - 15:50)","Mon 03-04-2017 14:00 - 15:50 [1503 - Lecture Room]"
"SCI","ICEN496 Senior Project in Environmental Science 6(0-12-6)","01","master","Chulaporn KAMNERDPETCH","20","4","4","16","","[Room-TBA]"
"SCI","ICCH221 Organic Chemistry I 4(4-0-8)","01","master","Pakorn BOVONSOMBAT","40","40","40","0","1306 (Mon 12:00 - 13:50)                 1306 (Wed 12:00 - 13:50)","Wed 05-04-2017 12:00 - 13:50 [1504 - Lecture Room]"
"FAA","ICAP303 Animation Production Management 4(4-0-8)","01","master","Umparin  Boonsinsuk","30","17","17","13","P323 (Tue 08:00 - 12:00)","[Room-TBA]"
"SCI","ICBI207 Ethics for Bioscience 4(4-0-8)","01","master","Chulathida CHOMCHAI","20","19","19","1","3409 (Wed 08:00 - 11:50)","Wed 05-04-2017 08:00 - 11:50 [3304 - Lecture Room]"
"SCI","ICEN414 Waste Utilization 4(4-0-8)","01","master","Chulaporn KAMNERDPETCH","20","7","7","13","3412 (Tue 14:00 - 17:50)","[Room-TBA]"
"THM","ICTM461 Travel Industry Management Internship I 12(0-48-12)","01","master","Natetra TEVABANCHACHAI","35","2","34","1","","[Room-TBA]"
"SS","ICSS257 Introduction to Educational Psychology 4(4-0-8)","01","joint","Douglas Lee RHEIN","20","15","15","5","3302 (Mon 12:00 - 13:50)                 2303 (Wed 12:00 - 13:50)","[Room-TBA]"
"FAA","ICAM101 Introduction to Animation 4(4-0-8)","01","joint","Millicent YOUNG","5","4","4","1","P315 (Fri 13:00 - 17:00)","[Room-TBA]"
"THM","ICHT331 Business Law 4(4-0-8)","01","joint","Quanvari PRAMOJ NA AYUDHAYA","35","28","28","7","1406 (Tue 10:00 - 11:50)                 1406 (Thu 10:00 - 11:50)","Wed 05-04-2017 16:00 - 17:50 [1315 - Lecture Room]"
"BBA","ICMB341 Business Law 4(4-0-8)","01","master","Alessandro STASI","40","39","39","1","1417 (Mon 08:00 - 09:50)                 1417 (Fri 08:00 - 09:50)","Wed 05-04-2017 10:00 - 11:50 [1418 - 1418]"
"THM","ICIH438 Wine Studies and Wine Tourism 4(3-2-7)","01","joint","Ka tat Nixon CHEN","20","12","12","8","3415 (Tue 12:00 - 13:50)                 3415 (Thu 12:00 - 12:50)                 3415 (Thu 13:00 - 13:50)","Tue 04-04-2017 12:00 - 13:50 [3304 - Lecture Room]"
"FAA","ICTP303 Television Marketing, Sales, and Business Development 4(4-0-8)","01","master","Jintanant Chaya SUBHAMITR","30","16","16","14","P323 (Tue 13:00 - 17:00)","[Room-TBA]"
"HLD","ICML160 Introduction to Thai Language and Culture 4(4-0-8)","01","master","Anchalee Pongpun","20","12","12","8","3412 (Mon 08:00 - 09:50)                 3410 (Wed 08:00 - 09:50)","[Room-TBA]"
"HLD","ICML112 Elementary Japanese II 4(4-0-8)","01","master","Takayoshi FUJIWARA","20","19","20","0","5212 (Tue 10:00 - 11:50)                 5212 (Thu 10:00 - 11:50)","Tue 04-04-2017 10:00 - 11:50 [1314 - Lecture Room]"
"SCI","EGCI206 Engineering Mathematics II 4(4-0-8)","01","master","Konglit HUNCHANGSITH","25","13","13","12","1314 (Tue 10:00 - 11:50)                 1314 (Thu 10:00 - 11:50)","Tue 04-04-2017 10:00 - 11:50 [3305 - Lecture Room]"
"FAA","ICCD120 Space, Form and Materials I 4(0-8-4)","01","master","Carol SIATRAS","20","16","16","4","Faa workshop, aditayathorn building (Mon 13:00 - 17:00)                 Faa workshop, aditayathorn building (Wed 13:00 - 17:00)","[Room-TBA]"
"BBA","ICMF479 Seminar in Finance 4(4-0-8)","01","master","Teradej Dejrangsi","40","27","27","13","1306 (Sat 12:00 - 13:50)                 1306 (Sat 14:00 - 15:50)","Sat 08-04-2017 14:00 - 15:50 [1306 - Lecture Room]"
"HLD","ICHL182 Spanish II for Hospitality and Tourism Industry 4(4-0-8)","01","joint","Leire Alejaldre Biel","20","6","6","-1","5207 (Mon 10:00 - 11:50)                 5207 (Wed 10:00 - 11:50)","Tue 04-04-2017 10:00 - 11:50 [1418 - 1418]"
"SS","ICSS244 North America History Since 1900 4(4-0-8)","01","joint","Deekana TIPCHANTA","10","3","3","7","3415 (Tue 10:00 - 11:50)                 3415 (Thu 10:00 - 11:50)","[Room-TBA]"
"SCI","ICNS103 Fundamental  Mathematics 4(4-0-8)","01","master","Aram TANGBOONDOUANGJIT","25","15","15","10","3411 (Mon 12:00 - 13:50)                 3409 (Wed 12:00 - 13:50)","Sat 08-04-2017 14:00 - 15:50 [1314 - Lecture Room]"
"BBA","ICMB212 Managerial Accounting 4(4-0-8)","01","master","Barry John CLEMENTS","40","39","39","1","1417 (Tue 08:00 - 09:50)                 1417 (Thu 08:00 - 09:50)","Sun 09-04-2017 09:00 - 11:30 [1314 - Lecture Room]"
"HLD","ICHL108 Japanese VIII for Hospitality and Tourism Industry 4(4-0-8)","01","joint","Jun TOYAMA","20","1","1","10","5212 (Mon 14:00 - 15:50)                 5212 (Wed 14:00 - 15:50)","Tue 04-04-2017 14:00 - 15:50 [1403 - 1403]"
"SCI","ICFS313 Food Chemistry II 4(3-2-7)","01","master","Chanida HANSAWASDI","25","16","16","9","3411 (Mon 09:00 - 11:50)                 Science lab (Tue 12:00 - 13:50)","Mon 03-04-2017 09:00 - 11:50 [3316 - Lecture Room]"
"SCI","ICFS434 Food Microbiology II 4(3-2-7)","01","master","Varongsiri KEMSAWASD","25","18","18","7","3410 (Fri 09:00 - 11:50)                 3307 (Fri 12:00 - 13:50)","Sun 09-04-2017 10:00 - 12:20 [1403 - 1403]"
"SCI","ICMA335 Complex Variables 4(4-0-8)","01","master","Boonyong SRIPONPAEW","25","2","2","23","3411 (Sat 12:00 - 15:50)","Sat 08-04-2017 12:00 - 13:50 [Room-TBA]"
"SS","ICSA321 Religion, Society, and Politics in Mainland Southeast Asia 4(4-0-8)","01","master","Marja-Leena HEIKKILA-HORN","40","11","11","29","1503 (Mon 10:00 - 11:50)                 1503 (Wed 10:00 - 11:50)","[Room-TBA]"
"SCI","ICNS211 The Science of Food 4(4-0-8)","01","master","Nirutchara LAOHAPRASIT","25","26","26","-1","3412 (Tue 10:00 - 11:50)                 3420 (Thu 10:00 - 11:50)","Mon 03-04-2017 14:00 - 15:50 [1504 - Lecture Room]"
"BBA","ICIS383 Database Management Systems 4(3-2-7)","01","joint","Thadthong BHRAMMANEE","40","3","3","32","1513 (Sat 12:00 - 13:50)                 1513 (Sat 14:00 - 15:50)","Sat 08-04-2017 12:00 - 13:50 [1513 - Computer Lab]"
"SCI","ICMA211 General Mathematics I 4(4-0-8)","01","master","Chinda TANGWONGSAN","25","13","13","12","3303 (Mon 14:00 - 15:50)                 3303 (Wed 14:00 - 15:50)","Wed 05-04-2017 14:00 - 15:50 [1405 - Lecture Room]"
"SS","ICSA201 Geography of Southeast Asia 4(4-0-8)","01","master","Matthew Phillip COPELAND","40","7","7","33","3409 (Fri 12:00 - 13:50)                 3409 (Fri 14:00 - 15:50)","[Room-TBA]"
"BBA","ICMF376 Financial Modeling 4(4-0-8)","01","joint","Treerapot Kongtoranin","40","1","1","1","1514 (Wed 14:00 - 15:50)                 1514 (Fri 14:00 - 15:50)","Fri 07-04-2017 14:00 - 15:50 [1514 - Computer Lab]"
"BBA","ICIS384 Introduction to Computer Networks 4(4-0-8)","01","joint","Wasinee NOONPAKDEE","40","0","0","31","3411 (Tue 12:00 - 13:50)                 3411 (Tue 14:00 - 15:50)","Tue 04-04-2017 14:00 - 15:50 [3302 - Lecture Room]"
"BBA","ICMB351 International Business Management 4(4-0-8)","01","master","Thanita Buranatrakul","40","39","39","1","1402 (Wed 08:00 - 09:50)                 1402 (Fri 08:00 - 09:50)","Fri 07-04-2017 16:00 - 17:50 [1418 - 1418]"
"SS","ICSO282 Global Media and Social Change 4(4-0-8)","01","master","Nunnapan PUATHANAWAT","40","20","38","2","1306 (Tue 08:00 - 09:50)                 1306 (Thu 08:00 - 09:50)","Tue 04-04-2017 08:00 - 09:50 [1402 - 1402]"
"FAA","ICAP312 Animation Production Studio VI 4(0-8-4)","01","master","Saksit Techaratanachok","20","16","16","4","P318* (Thu 08:00 - 12:00)                 P318* (Thu 13:00 - 17:00)","[Room-TBA]"
"SCI","ICCH210 General Chemistry I 4(4-0-8)","01","master","Chayanant HONGFA","40","40","40","0","2303 (Mon 10:00 - 11:50)                 1304 (Wed 10:00 - 11:50)","Wed 05-04-2017 10:00 - 11:50 [1407 - Lecture Room]"
"SS","ICSS362 Introduction to Global Resources 4(4-0-8)","01","joint","Iljas BAKER","20","12","12","8","2302 (Tue 12:00 - 13:50)                 2302 (Thu 12:00 - 13:50)","[Room-TBA]"
"BBA","ICMK428 Marketing Strategy 4(4-0-8)","01","master","Nuttapong JOTIKASTHIRA","40","8","8","32","1304 (Fri 16:00 - 17:50)                 1304 (Fri 18:00 - 19:50)","Fri 07-04-2017 18:00 - 19:50 [1303 - Lecture Room]"
"SS","ICSO211 World History B (c.1763 - 1914) 4(4-0-8)","01","master","Claus Karl MEYER","40","24","25","15","2302 (Tue 16:00 - 17:50)                 2302 (Thu 16:00 - 17:50)","Tue 04-04-2017 16:00 - 17:50 [1407 - Lecture Room]"
"THM","ICTM428 Tourism Guide 4(3-2-7)","01","master","Sompong AMNUAY-NGERNTRA","25","2","6","19","1404 (Fri 12:00 - 14:50)","Fri 07-04-2017 12:00 - 13:50 [3302 - Lecture Room]"
"SCI","ICBI221 Animal Biology 4(3-2-7)","01","master","Theeraporn Puntheeranurak","25","25","25","0","3411 (Tue 09:00 - 11:50)                 3508 (Tue 13:00 - 14:50)","Tue 04-04-2017 12:00 - 13:50 [1406 - 1406]"
"SCI","ICNS115 Hominid Evolution and Primate Society 4(4-0-8)","01","master","Ramesh BOONRATANA","40","36","38","2","1303 (Mon 14:00 - 15:50)                 1303 (Wed 14:00 - 15:50)","Wed 05-04-2017 14:00 - 15:50 [1502 - Lecture Room]"
"SCI","EGCI341 Software Engineering 4(4-0-8)","01","master","Lalita NARUPIYAKUL","25","24","24","1","6274 (Tue 14:00 - 15:50)                 6274 (Thu 14:00 - 15:50)","[Room-TBA]"
"SCI","EGCI486 Image Processing 4(4-0-8)","01","master","Narit Hnoohom","20","11","11","9","Special (Tue 12:00 - 13:50)                 6273 (Fri 14:00 - 15:50)","[Room-TBA]"
"SCI","ICNS143 Fundamental of Computer Science 4(4-0-8)","01","master","Kritya BUNCHONGCHIT","30","22","22","8","1514 (Tue 12:00 - 13:50)                 1514 (Thu 12:00 - 13:50)","Fri 07-04-2017 12:00 - 13:50 [1303 - Lecture Room]"
"FAA","ICCD241 Typography II 4(0-8-4)","01","master","Tanongjit IMSOMANG","20","7","7","13","3315 (Sat 08:00 - 12:00)                 3315 (Sat 13:00 - 17:00)","[Room-TBA]"
"SS","ICSS222 Thai History 4(4-0-8)","01","master","Wariya CHINWANNO","40","38","38","2","1418 (Wed 14:00 - 15:50)                 1418 (Fri 14:00 - 15:50)","Wed 05-04-2017 14:00 - 15:50 [1504 - Lecture Room]"
"HLD","ICLS312 Intermediate Spanish II 4(4-0-8)","01","master","Maria GUERRERO","20","8","9","11","5207 (Tue 14:00 - 15:50)                 5207 (Thu 14:00 - 15:50)","Tue 04-04-2017 14:00 - 15:50 [1404 - Lecture Room]"
"HLD","ICML131 Elementary  Chinese I 4(4-0-8)","01","master","Hathaikarn MANGKORNPAIBOON","22","19","22","0","3421 (Tue 14:00 - 15:50)                 3421 (Thu 14:00 - 15:50)","Tue 04-04-2017 08:00 - 09:50 [1315 - Lecture Room]"
"HLD","ICLJ211 Pre-Intermediate Japanese I 4(4-0-8)","01","master","Jun TOYAMA","20","11","19","1","5212 (Mon 08:00 - 09:50)                 5212 (Wed 08:00 - 09:50)","Tue 04-04-2017 12:00 - 13:50 [1403 - 1403]"
"HLD","ICHL104 Japanese IV for Hospitality and Tourism Industry 4(4-0-8)","01","joint","Jun TOYAMA","20","8","8","1","5212 (Mon 08:00 - 09:50)                 5212 (Wed 08:00 - 09:50)","Tue 04-04-2017 12:00 - 13:50 [1403 - 1403]"
"THM","ICHT490 Hospitality and Tourism Research Methodology 4(4-0-8)","01","joint","Roberto GOZZOLI","35","18","18","11","1407 (Tue 12:00 - 13:50)                 1407 (Fri 12:00 - 13:50)","Tue 04-04-2017 12:00 - 14:50 [3303 - Lecture Room]"
"BBA","ICMK319 New Product Management 4(4-0-8)","01","master","Olimpia A. RACELA","40","31","31","9","1418 (Mon 08:00 - 09:50)                 1418 (Mon 10:00 - 11:50)","Wed 05-04-2017 12:00 - 13:50 [1418 - 1418]"
"HLD","ICPE102 Physical Education : Basketball 1(0-3-1)","01","master","Roman CHIRASANTA","25","17","17","8","(Mon 14:00 - 15:50)","[Room-TBA]"
"SCI","ICNS100 Intensive Mathematics 0(4-0-0)","01","master","Kittisak CHAYANTRAKOM","25","17","17","8","3304 (Tue 08:00 - 09:50)                 3304 (Thu 08:00 - 09:50)","Sat 08-04-2017 08:00 - 09:50 [1315 - Lecture Room]"
"HLD","ICML142 Elementary Spanish II 4(4-0-8)","01","master","Leire Alejaldre Biel","20","15","21","-1","5207 (Mon 10:00 - 11:50)                 5207 (Wed 10:00 - 11:50)","Tue 04-04-2017 10:00 - 11:50 [1418 - 1418]"
"THM","ICTM270 Consumer Behavior in Tourism 4(4-0-8)","01","master","Gary WADDELL","35","1","10","25","1419 (Mon 08:00 - 09:50)                 1513 (Wed 08:00 - 09:50)","Wed 05-04-2017 18:00 - 19:50 [1402 - 1402]"
"HLD","ICHL163 German III for Hospitality and Tourism Industry 4(4-0-8)","01","joint","Jan STEVENER","20","3","3","5","5210 (Mon 16:00 - 17:50)                 5210 (Wed 16:00 - 17:50)","Tue 04-04-2017 16:00 - 17:50 [1406 - 1406]"
"HLD","ICML103 Elementary German III 4(4-0-8)","01","master","Jan STEVENER","20","12","15","5","5210 (Mon 16:00 - 17:50)                 5210 (Wed 16:00 - 17:50)","Tue 04-04-2017 16:00 - 17:50 [1406 - 1406]"
"SCI","EGCI372 Data Communication and Computer Networks 4(4-0-8)","01","master","Suratose TRITILANUNT","25","20","20","5","309/2 (Thu 08:00 - 09:50)                 3411 (Fri 10:00 - 11:50)","Fri 07-04-2017 10:00 - 11:50 [1303 - Lecture Room]"
"SCI","EGCI461 Artificial Intelligence 4(4-0-8)","01","master","Tanasanee PHIENTHRAKUL","25","20","20","5","3411 (Mon 14:00 - 15:50)                 3422 (Wed 08:00 - 09:50)","[Room-TBA]"
"THM","ICHT212 Principles of Accounting 4(4-0-8)","01","joint","Pimwadee PHANDHUMKOMOL","40","36","36","3","1405 (Sat 08:00 - 09:50)                 1405 (Sat 10:00 - 11:50)","Sat 08-04-2017 09:00 - 11:50 [1407 - Lecture Room]"
"SCI","ICCS342 Data Warehousing and Data Mining 4(4-0-8)","01","master","Sunsern Cheamanunkul","25","13","24","1","3305 (Tue 10:00 - 11:50)                 3305 (Thu 10:00 - 11:50)","[Room-TBA]"
"HLD","ICLS212 Pre-intermediate Spanish II 4(4-0-8)","01","master","Leire Alejaldre Biel","20","12","20","0","5208 (Tue 08:00 - 09:50)                 5208 (Thu 08:00 - 09:50)","Tue 04-04-2017 14:00 - 15:50 [1418 - 1418]"
"BBA","ICIS350 Computer Graphics 4(4-0-8)","01","master","Wari CHOKLUMLERD","40","15","15","25","1514/1 (Sat 08:00 - 09:50)                 1514/1 (Sat 10:00 - 11:50)","[Room-TBA]"
"SCI","ICBI306 Human Anatomy II 4(2-4-6)","01","master","Wattana WEERACHATYANUKUL","25","10","10","15","3411 (Sat 09:00 - 10:50)                 Sc3 (Sat 12:00 - 15:50)","Sun 09-04-2017 13:00 - 16:00 [SC3 - Gross Anatomy Dissection Room]"
"BBA","ICMB204 Macroeconomics 4(4-0-8)","01","master","Rattakarn KOMONRAT","43","41","41","2","1404 (Mon 10:00 - 11:50)                 1404 (Wed 10:00 - 11:50)","Sat 08-04-2017 12:00 - 13:50 [1402 - 1402]"
"BBA","ICBE441 Econometric II 4(4-0-8)","01","master","Monthien Satimanon","40","16","16","24","1305 (Fri 12:00 - 13:50)                 1305 (Fri 14:00 - 15:50)","Fri 07-04-2017 12:00 - 13:50 [1314 - Lecture Room]"
"SCI","ICBI261 Ecology and Conservation 4(4-0-8)","01","master","Wayne Nicholas PHILLIPS","25","23","23","2","3407 (Mon 12:00 - 13:50)                 3407 (Wed 12:00 - 13:50)","Mon 03-04-2017 12:00 - 13:50 [1503 - Lecture Room]"
"SCI","ICBI407 Occupational Health and Safety 4(4-0-8)","01","master","Summon Chomchai","25","20","20","5","3409 (Fri 08:00 - 11:50)","Fri 07-04-2017 08:00 - 09:50 [1304 - Lecture Room]"
"HLD","ICML172 Elementary Indonesian II 4(4-0-8)","01","master","Aryasatyani DHYANI","20","2","2","18","5208 (Mon 12:00 - 13:50)                 5208 (Wed 12:00 - 13:50)","Sun 09-04-2017 10:00 - 11:50 [3302 - Lecture Room]"
"SS","ICSS332 Introduction to Human Rights 4(4-0-8)","01","joint","Mike HAYES","5","5","5","-1","3421 (Mon 16:00 - 17:50)                 3421 (Wed 16:00 - 17:50)","[Room-TBA]"
"BBA","ICMF480 Cases and Financial Modeling 4(4-0-8)","01","master","Treerapot Kongtoranin","40","38","39","1","1514 (Wed 14:00 - 15:50)                 1514 (Fri 14:00 - 15:50)","Fri 07-04-2017 14:00 - 15:50 [1514 - Computer Lab]"
"HLD","ICLS330 Intermediate Spanish: Oral Skills 4(4-0-8)","01","master","Maria GUERRERO","20","12","13","7","5207 (Tue 16:00 - 17:50)                 5207 (Thu 16:00 - 17:50)","Tue 04-04-2017 16:00 - 17:50 [1404 - Lecture Room]"
"SS","ICSO210 World History A (c.1400 - 1763) 4(4-0-8)","01","master","James Alastair WARREN","40","25","28","12","3316 (Tue 10:00 - 11:50)                 3304 (Thu 10:00 - 11:50)","Tue 04-04-2017 10:00 - 11:50 [1406 - 1406]"
"SCI","ICBI491 Seminar in Biological Sciences 2(2-0-4)","01","master","Wayne Nicholas PHILLIPS","20","8","8","12","3407 (Tue 08:00 - 09:50)","[Room-TBA]"
"BBA","ICBE443 International Trade 4(4-0-8)","01","master","Thasanee SATIMANON","40","11","11","29","1302 (Fri 08:00 - 09:50)                 1302 (Fri 10:00 - 11:50)","Fri 07-04-2017 08:00 - 09:50 [1305 - Lecture Room]"
"SCI","ICCS428 Object Oriented Concepts 4(4-0-8)","01","joint","Weerapong PHADUNGSUKANAN","25","4","4","-3","3316 (Tue 16:00 - 17:50)                 3316 (Thu 16:00 - 17:50)","Tue 04-04-2017 16:00 - 17:50 [3303 - Lecture Room]"
"SCI","ICBI498 Research Project in Biological Sciences 6(0-12-6)","01","master","Tumnoon CHARASLERTRANGSI","30","8","8","22","","[Room-TBA]"
"SS","ICSO248 Russia and the Soviet Union since 1800 4(4-0-8)","01","master","Eugene JONES","40","5","20","20","1402 (Mon 12:00 - 13:50)                 1402 (Wed 12:00 - 13:50)","[Room-TBA]"
"FAA","ICCD350 Advertising 4(0-8-4)","01","master","Salinee Hanvareevongsilp","5","3","3","2","E3212 (Fri 08:00 - 12:00)                 E3212 (Fri 13:00 - 17:00)","[Room-TBA]"
"HLD","ICEG461 Topics in Comparative Literature A: Poetry 4(4-0-8)","01","master","Mariejoy BUENAVENTURA","20","17","17","3","5311 (Mon 16:00 - 17:50)                 5311 (Wed 16:00 - 17:50)","Mon 03-04-2017 16:00 - 17:50 [3303 - Lecture Room]"
"THM","ICIH416 Baking and Pastry  4(3-2-7)","01","master","Rekha  Limpichart","24","24","24","0","(Thu 08:00 - 10:50)                  (Thu 11:00 - 12:50)","[Room-TBA]"
"THM","ICTM324 Food and Beverage Management 4(4-0-8)","01","master","Rangson CHIRAKRANON","40","10","28","12","1303 (Tue 16:00 - 17:50)                 1504 (Wed 14:00 - 15:50)","Wed 05-04-2017 14:00 - 15:50 [1417 - Lecture Room]"
"SCI","ICCS401 Computer Science Senior Project 4(0-8-4)","01","master","Kanat TANGWONGSAN","10","0","5","5","","[Room-TBA]"
"SCI","ICPY132 Principles of Physics 4(4-0-8)","01","master","Piti Ongmongkolkul","25","15","23","2","1504 (Mon 10:00 - 11:50)                 1305 (Wed 10:00 - 11:50)","Sun 09-04-2017 09:00 - 11:50 [1502 - Lecture Room]"
"SS","ICSS133 Introduction to European History 4(4-0-8)","01","master","Natanaree POSRITHONG","40","28","28","12","1407 (Wed 14:00 - 15:50)                 1407 (Fri 14:00 - 15:50)","Wed 05-04-2017 14:00 - 15:50 [1503 - Lecture Room]"
"","ICCU203 Introduction to Value Studies 4(4-0-8)","01","master","Gerald MOSHAMMER","30","27","27","3","3306 (Tue 14:00 - 15:50)                 1405 (Thu 14:00 - 15:50)","[Room-TBA]"
"BBA","ICIS483 Software Engineering 4(4-0-8)","01","master","Chaivatna SUMETPHONG","40","1","1","39","1513 (Fri 16:00 - 17:50)                 1513 (Sat 10:00 - 11:50)","[Room-TBA]"
"THM","ICHT311 Human Resources Management and Development 4(4-0-8)","01","joint","Natetra TEVABANCHACHAI","35","33","33","-2","1407 (Mon 14:00 - 15:50)                 1407 (Mon 16:00 - 17:50)","Mon 03-04-2017 14:00 - 15:50 [1502 - Lecture Room]"
"BBA","ICMB281 Computers in Management 4(4-0-8)","01","joint","Veera BHATIASEVI","40","0","0","2","1512 (Mon 14:00 - 15:50)                 1512 (Wed 14:00 - 15:50)","Sat 08-04-2017 15:00 - 18:00 [1512 - Computer Lab]"
"THM","ICTM200 Fundamental Accounting 4(4-0-8)","01","master","Pimwadee PHANDHUMKOMOL","40","1","37","3","1405 (Sat 08:00 - 09:50)                 1405 (Sat 10:00 - 11:50)","Sat 08-04-2017 09:00 - 11:50 [1407 - Lecture Room]"
"HLD","ICLG312 Intermediate German II 4(4-0-8)","01","master","Thomas KREY","20","11","11","9","5209 (Tue 16:00 - 17:50)                 5209 (Thu 16:00 - 17:50)","Tue 04-04-2017 16:00 - 17:50 [5209 - HLD Lecture Room]"
"THM","ICIH411 Culinary Management 4(3-2-7)","01","joint","Rangson CHIRAKRANON","22","24","24","-2","(Mon 12:00 - 14:50)                  (Mon 15:00 - 16:50)","[Room-TBA]"
"BBA","ICMK314 Marketing Research 4(4-0-8)","01","master","Varavuth CHINTARADEJA","40","39","39","1","1513 (Tue 16:00 - 17:50)                 1513 (Tue 18:00 - 19:50)","Wed 05-04-2017 18:00 - 19:50 [1513 - Computer Lab]"
"BBA","ICMI454 International Logistics Management 4(4-0-8)","01","master","Ploy SUDON","40","41","41","-1","1303 (Wed 12:00 - 13:50)                 1303 (Fri 12:00 - 13:50)","Fri 07-04-2017 12:00 - 13:50 [1418 - 1418]"
"THM","ICHT301 Management and Organization Behavior 4(4-0-8)","01","joint","Michael NAGLIS","35","17","17","18","1315 (Mon 10:00 - 11:50)                 1315 (Wed 10:00 - 11:50)","Fri 07-04-2017 10:00 - 11:50 [1417 - Lecture Room]"
"FAA","ICCD470 Professional Ethics 4(4-0-8)","01","master","Norachai NANTHAKIJ","30","13","13","17","E3211 (Thu 08:00 - 12:00)","[Room-TBA]"
"SCI","ICNS142 Introduction to Internet Technology 4(3-2-7)","01","master","Kritya BUNCHONGCHIT","25","24","24","1","1512 (Mon 12:00 - 13:50)                 1512 (Wed 12:00 - 12:50)                 1512 (Wed 13:00 - 13:50)","Tue 04-04-2017 16:00 - 17:50 [1315 - Lecture Room]"
"FAA","ICFP211 Film Production Studio III 4(0-8-4)","01","master","Aditya ASSARAT","20","15","15","5","P323 (Fri 08:00 - 12:00)                 P320 (Fri 13:00 - 17:00)","[Room-TBA]"
"SS","ICSO202 Major Social Institutions 4(4-0-8)","01","master","Christian OESTERHELD","40","21","21","19","1418 (Wed 10:00 - 11:50)                 1418 (Fri 10:00 - 11:50)","[Room-TBA]"
"SS","ICSP250 History and Systems of Psychology 4(4-0-8)","01","master","Peter Rodney Peatfield SMITH","40","15","16","24","3305 (Fri 08:00 - 09:50)                 3305 (Fri 10:00 - 11:50)","Fri 07-04-2017 08:00 - 09:50 [1302 - Lecture Room]"
"BBA","ICMK429 Pricing Strategy and Tactics 4(4-0-8)","01","master","Alisa Sony","40","39","39","1","1306 (Fri 12:00 - 13:50)                 1306 (Fri 14:00 - 15:50)","Fri 07-04-2017 12:00 - 13:50 [1417 - Lecture Room]"
"SS","ICSO205 Paradigms in the Social Sciences I 4(4-0-8)","01","master","Peter Rodney Peatfield SMITH","40","16","16","24","1402 (Mon 08:00 - 09:50)                 1407 (Wed 08:00 - 09:50)","Wed 05-04-2017 08:00 - 09:50 [1406 - 1406]"
"HLD","ICCM202 Exploring Global Realities 4(4-0-8)","01","master","John POWER","20","16","16","4","5312 (Mon 08:00 - 09:50)                 5312 (Wed 08:00 - 09:50)","Mon 03-04-2017 14:00 - 15:50 [1305 - Lecture Room]"
"SCI","ICPY211 General Physics I 4(4-0-8)","01","master","Withoon CHUNWACHIRASIRI","30","26","26","4","3304 (Sat 08:00 - 11:50)","Sat 08-04-2017 10:00 - 11:50 [1302 - Lecture Room]"
"SS","ICSO280 Gender Issues in the Modern World 4(4-0-8)","01","master","Natanaree POSRITHONG","40","29","29","11","1403 (Wed 10:00 - 11:50)                 1419 (Fri 10:00 - 11:50)","[Room-TBA]"
"BBA","ICMB492 Practical Business Training - Off Campus 12(0-36-12)","01","master","Pandej CHINTRAKARN","7","7","7","0","","[Room-TBA]"
"SCI","ICCH455 Senior Project in Chemistry 6(0-12-6)","01","master","Pakorn BOVONSOMBAT","20","1","1","19","","[Room-TBA]"
"SCI","ICEN342 Environmental Pollution II 4(4-0-8)","01","master","Bundit CHANNARONG","20","6","6","14","3415 (Mon 10:00 - 13:50)","Mon 03-04-2017 10:00 - 11:50 [3415 - 3415]"
